Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q4,0.1060795,5451.593
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q4,0.0328909,1604.881
High level industry groups,Construction,SG01RSC02B01B03,2012Q4,0.0530636,2782.496
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q4,0.0484146,2760.709
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q4,0.0626015,3309.814
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q4,0.0449942,2219.105
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q4,0.028483,1720.5
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q4,0.0502154,2962.934
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q4,0.1397493,7076.183
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q4,0.0952721,5018.136
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q4,0.0420576,2247.748
High level industry groups,Education and training,SG01RSC02B01C09,2012Q4,0.0466897,2318.116
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q4,0.0603848,3123.633
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q4,0.0321574,1659.716
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q4,0.0845728,3772.202
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q1,0.0551738,2949.394
High level industry groups,Mining,SG01RSC02B01A02,2013Q1,0.0171999,825.542
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q1,0.1060795,5388.84
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q1,0.0328909,1579.102
High level industry groups,Construction,SG01RSC02B01B03,2013Q1,0.0530636,2823.953
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q1,0.0484146,2788.687
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q1,0.0626015,3344.938
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q1,0.0449942,2196.847
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q1,0.028483,1750.653
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q1,0.0502154,2990.93
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q1,0.1397493,7088.996
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q1,0.0952721,5001.757
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q1,0.0420576,2235.879
High level industry groups,Education and training,SG01RSC02B01C09,2013Q1,0.0466897,2312.978
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q1,0.0603848,3118.07
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q1,0.0321574,1631.908
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q1,0.0845728,3804.672
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q2,0.0703359,2844.033
High level industry groups,Mining,SG01RSC02B01A02,2013Q2,0.0153729,864.114
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q2,0.1023574,5412.403
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q2,0.0318884,1553.102
High level industry groups,Construction,SG01RSC02B01B03,2013Q2,0.0532595,2839.599
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q2,0.0497937,2773.703
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q2,0.0616728,3404.082
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q2,0.0444671,2213.349
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q2,0.0277247,1794.962
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q2,0.0526883,3036.53
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q2,0.1386359,7187.32
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q2,0.0947007,5181.523
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q2,0.0403743,2305.846
High level industry groups,Education and training,SG01RSC02B01C09,2013Q2,0.0451188,2304.658
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q2,0.0578783,3133.549
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q2,0.0312581,1633.109
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q2,0.0824732,3839.267
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q3,0.0703359,3083.037
High level industry groups,Mining,SG01RSC02B01A02,2013Q3,0.0153729,764.62
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q3,0.1023574,5430.688
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q3,0.0318884,1546.483
High level industry groups,Construction,SG01RSC02B01B03,2013Q3,0.0532595,2803.952
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q3,0.0497937,2800.093
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q3,0.0616728,3426.886
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q3,0.0444671,2230.151
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q3,0.0277247,1853.795
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q3,0.0526883,3050.23
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q3,0.1386359,7264.665
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q3,0.0947007,5213.805
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q3,0.0403743,2292.181
High level industry groups,Education and training,SG01RSC02B01C09,2013Q3,0.0451188,2299.584
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q3,0.0578783,3172.032
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q3,0.0312581,1659.606
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q3,0.0824732,3865.496
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q4,0.0703359,3000.01
High level industry groups,Mining,SG01RSC02B01A02,2013Q4,0.0153729,793.485
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q4,0.1023574,5446.501
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q4,0.0318884,1589.675
High level industry groups,Construction,SG01RSC02B01B03,2013Q4,0.0532595,2829.908
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q4,0.0497937,2854.944
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q4,0.0616728,3435.404
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q4,0.0444671,2272.749
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q4,0.0277247,1863.416
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q4,0.0526883,3060.872
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q4,0.1386359,7274.075
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q4,0.0947007,5232.59
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q4,0.0403743,2294.308
High level industry groups,Education and training,SG01RSC02B01C09,2013Q4,0.0451188,2297.756
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q4,0.0578783,3197.711
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q4,0.0312581,1621.28
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.0824732,3888.246
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q1,0.0703359,3086.326
High level industry groups,Mining,SG01RSC02B01A02,2014Q1,0.0153729,905.965
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q1,0.1023574,5511.459
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q1,0.0318884,1588.949
High level industry groups,Construction,SG01RSC02B01B03,2014Q1,0.0532595,2987.671
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q1,0.0497937,2850.614
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q1,0.0616728,3467.111
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q1,0.0444671,2314.094
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q1,0.0277247,1908.784
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q1,0.0526883,3056.629
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q1,0.1386359,7298.706
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q1,0.0947007,5267.053
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q1,0.0403743,2302.357
High level industry groups,Education and training,SG01RSC02B01C09,2014Q1,0.0451188,2299.174
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q1,0.0578783,3200.2
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q1,0.0312581,1667.276
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.0824732,3925.62
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q2,0.0477677,3006.281
High level industry groups,Mining,SG01RSC02B01A02,2014Q2,0.0147676,871.013
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q2,0.1107111,5553.295
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q2,0.0312954,1587.774
High level industry groups,Construction,SG01RSC02B01B03,2014Q2,0.0570034,3069.954
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q2,0.0514525,2917.967
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q2,0.0629462,3530.364
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q2,0.0470571,2392.066
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q2,0.0270997,1915.53
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q2,0.0556906,3082.727
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q2,0.1387684,7296.997
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q2,0.0952935,5344.789
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q2,0.0404848,2340.635
High level industry groups,Education and training,SG01RSC02B01C09,2014Q2,0.0453205,2303.904
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q2,0.058776,3226.934
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q2,0.032453,1716.542
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q2,0.0831125,3965.418
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q3,0.0477677,3123.866
High level industry groups,Mining,SG01RSC02B01A02,2014Q3,0.0147676,909.435
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q3,0.1107111,5536.33
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q3,0.0312954,1619.808
High level industry groups,Construction,SG01RSC02B01B03,2014Q3,0.0570034,3139.197
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q3,0.0514525,2890.016
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q3,0.0629462,3596.424
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q3,0.0470571,2362.42
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q3,0.0270997,1983.742
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q3,0.0556906,3101.815
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q3,0.1387684,7339.315
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q3,0.0952935,5343.5
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q3,0.0404848,2362.326
High level industry groups,Education and training,SG01RSC02B01C09,2014Q3,0.0453205,2308.697
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q3,0.058776,3282.208
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q3,0.032453,1729.034
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q3,0.0831125,4050.822
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q4,0.0477677,3265.234
High level industry groups,Mining,SG01RSC02B01A02,2014Q4,0.0147676,884.071
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q4,0.1107111,5588.937
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q4,0.0312954,1622.432
High level industry groups,Construction,SG01RSC02B01B03,2014Q4,0.0570034,3070.88
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q4,0.0514525,2904.061
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q4,0.0629462,3677.867
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q4,0.0470571,2421.685
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q4,0.0270997,2044.776
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q4,0.0556906,3168.512
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q4,0.1387684,7441.515
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q4,0.0952935,5409.55
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q4,0.0404848,2396.18
